soal;level_kognitif;kelas;pelajaran;kko
Pihak yang mengonsumsi barang dan jasa untuk memenuhi kebutuhan hidupnya disebut…;C1;5;IPS;Menghafal
Penyakit yang tidak disebabkan karena rokok adalah .... ;C1;5;IPA;Mengidentifikasi
Sebutkan nama-nama penyakit saluran pernapasan minimal 3!;C1;5;IPA;Menyebutkan
Sebutkan salah satu contoh bentuk tanggung jawab dirumah!;C1;5;PPKN;Menyebutkan
Sebutkan salah satu contoh kegiatan usaha ekonomi di lingkungan tempat tinggal!;C1;5;IPS;Menyebutkan
Sebutkan cara memelihara organ pernapasan!;C1;5;IPA;Menyebutkan
Sebutkan kata kunci iklan “Sebatang lidi jadi kuat bila menjadi sapu, sebuah bangsa jadi kuat bila tetap bersatu”;C1;5;Bahasa Indonesia;Mengidentifikasi
Pada hewan ruminansia, gigi yang mmepunyai fungsi untuk mengunyah makanan yaitu gigi …;C1;5;IPA;Mengidentifikasi
Salah satu fungsi sistem pencernaan pada manusia adalah ...;C1;5;IPA;Menyebutkan
Yang termasuk penyakit saluran pencernaan adalah ...;C1;5;IPA;Menyebutkan
Sebutkan judul dari iklan di bawah ini …;C1;5;Bahasa Indonesia;Mengidentifikasi
Sebutkan 3 bagian dari lambung sapi ...;C1;5;IPA;Menyebutkan
Sebutkan 3 contoh keragaman sosial budaya di lingkungan sekolah ...;C1;5;IPS;Menyebutkan
Sebutkan 3 contoh jenis iklan elektronik ..;C1;5;Bahasa Indonesia;Menyebutkan
Sebutkan salahsatu manfaat keragaman sosial budaya bagi masyarakat …;C1;5;IPS;Menghafal
Kalimat atau bahasa yang mampu menyakinkan atau mempengaruhi pendengar atau pembaca pada sebuah iklan adalah kalimat ...;C1;5;Bahasa Indonesia;Menghafal
Informasi yang isinya membujuk banyak orang supaya tertarik kepada barang atau jasa yang ditawarkan adalah pengertian dari ...;C1;5;Bahasa Indonesia;Menghafal
Proses mempelajari dan menghayati norma serta perilaku yang sesuai dengan ketentuan yang berlaku di masyarakat, disebut ….;C1;5;PPKN;Menghafal
Dibawah ini merupakan kandungan yang terdapat dalam Pancasila sila kedua yaitu ....;C1;6;PPKN;Mengidentifikasi
Dibawah ini merupakan kandungan yang terdapat dalam Pancasila sila keempat yaitu ...;C1;6;PPKN;Mengidentifikasi
Perkembangbiakan generatif adalah ...;C1;6;IPA;Menghafal
Katak berkembangbiak dengan cara ...;C1;6;IPA;Menghafal
Dibawah ini yang bukan termasuk dalam negara ASEAN yaitu ...;C1;6;IPS;Mengidentifikasi
Kota di Malaysia yang terdaftar dalam UNESCO World Heritage yaitu ….;C1;6;IPS;Mengidentifikasi
Ciri-ciri perikanan air payau yaitu ...;C1;6;IPA;Menyebutkan
Negara yang dijuluki sebagai negara “Seribu Pagoda” adalah ...;C1;6;IPS;Mengidentifikasi
gambar disamping merupakan ikon dari negara ...;C1;6;IPS;Mengidentifikasi
Infornasi yang terdapat dalam paragraf diatas adalah ...;C1;6;Bahasa Indonesia;Mengidentifikasi
Dibawah ini yang bukan merupakan hewan yang berkembangbiak dengan cara ovovivipar yaitu ...;C1;6;IPA;Mengidentifikasi
Sebutkan nilai yang terkandung pada Pancasila sila pertama!;C1;6;PPKN;Menyebutkan
Sebutkan tekhnik pembuatan patung!;C1;6;Seni Budaya;Menyebutkan
Sebutkan hasil dari perekonomian di Indonesia yang di ekspor!;C1;6;IPS;Menyebutkan
Sebutkan manfaat laut sebagai sumber daya!;C1;6;IPA;Menyebutkan
Sebutkan sila yang terdapat pada paragraph di atas!;C1;6;PPKN;Mengidentifikasi
Karya seni atau desain grafis yang berisi komposisi gambar dan huruf yang menarik di atas kertas berukuran besar dan berisi pesan–pesan, merupakan pengertian dari ....;C1;6;Seni Budaya;Menghafal
cerita bergambar yang berisi gambar-gambar yang disusun berurutan dan saling berhubungan dan memiliki balon kata-kata (dialog), merupakan pengertian dari …;C1;6;Bahasa Indonesia;Menghafal
kalimat efektif adalah ...;C1;6;Bahasa Indonesia;Menghafal
Fungsi rongga pada teratai adalah ...;C1;6;IPA;Menghafal
Yang termasuk dalam hewan langka adalah ....;C1;6;IPA;Mengidentifikasi
Negara di kawasan Asia Tenggara yang memiliki sistem pemerintahan kerajaan yaitu ...;C1;6;IPS;Menghafal
Pejuang proklamasi Indonesia yaitu ...;C1;6;PPKN;Menghafal
Pengetik naskah proklamasi adalah ...;C1;6;PPKN;Menghafal
Sumpah pemuda jatuh pada tanggal ... ;C1;6;PPKN;Menghafal
Sebutkan ciri kesimpulan yang baik!;C1;6;Bahasa Indonesia;Menyebutkan
Sebutkan ciri-ciri kalimat efektif !;C1;6;Bahasa Indonesia;Menyebutkan
Sebutkan  10 negara di ASEAN beserta Ibukotanya!;C1;6;IPS;Menyebutkan
“kalimat yang mengandung gagasan pembicara/penulis yang terdiri atas kata-kata yang mempunyai unsur SPOK” merupakan pengertian dari ...;C1;6;Bahasa Indonesia;Menghafal
Ciri-ciri diatas merupakan ciri-ciri dari kalimat ....;C1;6;Bahasa Indonesia;Menyebutkan
salah satu ciri dari bebek yaitu bulunya ....;C1;6;IPA;Menghafal
Kemampuan untuk mengubah warna kulit menyerupai lingkungan tempatnya tinggal’ disebut ...;C1;6;IPA;Menghafal
Hewan yang memiliki kemampuan untuk mengubah warna kulit menyerupai lingkungan tempatnya tinggal adalah ...;C1;6;IPA;Menghafal
Autotomi adalah ....;C1;6;IPA;Menghafal
Daun kumis kucing bermanfaat sebagai obat  ...;C1;6;IPA;Menghafal
10 November merupakan hari yang bersejarah untuk Indonesia, pada hari itu kita memperingati hari ....;C1;6;PPKN;Menghafal
Pemimpin yang berhasil merebut ambarawa pada tanggal 15 Desember 1945 adalah ....;C1;6;PPKN;Menghafal
Perjanjian Renville terjadi pada tanggal ....;C1;6;PPKN;Menghafal
Agresi Militer Belanda I terjadi pada tanggal .... ;C1;6;PPKN;Menghafal
Penulis naskah proklamasi adalah ...;C1;6;PPKN;Menghafal
Istri presiden Ir. Soekarno yang merupakan penjahit bendera sang saka Merah Putih adalah ....;C1;6;PPKN;Menghafal
Sebutkan manfaat melakukan kerjasama!;C1;6;PPKN;Menyebutkan
Sebutkan ciri-ciri kalimat efektif!;C1;6;Bahasa Indonesia;Menyebutkan
Sebutkan manfaat keong !;C1;6;IPA;Menyebutkan
Tuliskan isi Perjanjian Konferensi Meja Bundar!;C1;6;PPKN;Menghafal
Tuliskan isi Perjanjian Renville!;C1;6;PPKN;Menghafal
“teks yang menerangkan suatu proses yang bersifat ilmu pengetahuan alam, seperti gejala alam, terjadinya pelangi, proses arus listrik, dan sebagainya” merupakan pengertian dari teks ...;C1;6;IPA;Mengidentifikasi
gelombang yang dapat merambat meski tidak ada media perantara merupakan pengertian dari ...;C1;6;IPA;Menghafal
aliran dari muatan listrik dari satu titik ke titik yang lain merupakan pengertian dari  ....;C1;6;IPA;Mengahafal
Persamaan kata resistansi adalah ...;C1;6;Bahasa Indonesia;Menghafal
Dibawah ini merupakan salah satu kelebihan rangkaian seri yaitu ....;C1;6;IPA;Menyebutkan
Dibawah ini merupakan salah satu kelebihan rangkaian paralel yaitu ...;C1;6;IPA;Menyebutkan
“sifat yang dibawa oleh partikel dasar sehingga menyebabkan partikel dasar tersebut mengalami gaya tarik menarik dan tolak menolak” disebut ...;C1;6;IPA;Menghafal
Penemu bohlam lampu adalah Thomas Alva Edison dan kawannya yang lain, Tomas Alva Edison berasal dari ......;C1;6;IPA;Menghafal
Jam saku ditemukan pada tahun ...;C1;6;IPA;Menghafal
Penemu lampu lalu lintas adalah ...;C1;6;IPA;Menghafal
Charles Babbage adalah seorang ahli ...;C1;6;IPA;Menghafal
Grafit adalah penemu ...;C1;6;IPA;Menghafal
Tuliskan hak sebagai warga masyarakat!;C1;6;PPKN;Menulis
Sebutkan manfaat kedisiplinan dalam kegiatan sehari-hari!;C1;6;PPKN;Menyebutkan
Sebutkan fungsi teks eksplanasi ilmiah!;C1;6;Bahasa Indonesia;Menyebutkan
Apa yang kamu ketahui tentang muatan listrik?;C1;6;IPA;Menghafal
Apa karakteriksik rangkaian seri?;C1;6;IPA;Menghafal
Apa karakteriksik rangkaian parallel?;C1;6;IPA;Menghafal
Sebutkan 3 contoh penemuan yang berpengaruh di kehidupan sekarang!;C1;6;IPA;Menghafal
Berikut yang merupakan kosata baku adalah?;C1;6;Bahasa Indonesia;Menghafal
Yang merupakan kosakata tidak baku yaitu .....;C1;6;Bahasa Indonesia;Menghafal
Dari bacaan diatas yang merupakan kosata kata baku adalah …..;C1;6;Bahasa Indonesia;Mengidentifikasi
Bentuk baku dari kata Jogjakarta adalah …..;C1;6;Bahasa Indonesia;Mengidentifikasi
Satuan tegangan listrik yaitu ….;C1;6;IPA;Menghafal
Satuan daya listrik yaitu …..;C1;6;IPA;Menghafal
Satuan tegangan listrik yaitu ….;C1;6;IPA;Menghafal
Tokoh dari Indonesia yang menyumbang berbagai penemuan dan sejumlah teori di bidang  konstruksi pesawat terbang adalah …..;C1;6;IPA;Menghafal
Apa julukan B.J Habibie karena menemukan rumus untuk menghitung cacat badan pesawat terbang?;C1;6;IPA;Menghafal
Alat komunikasi dengan menggunakan sinyal tanpa kabel yang mampu menjangkau jarak 19,3 km pertama ditemukan tahun 1897 oleh ….;C1;6;IPA;Menghafal
Apa yang dimaksud Kosakata baku dan Kosakata tidak baku?;C1;6;Bahasa Indonesia;Menghafal
Sebutkan perangkat komunikasi yang menggunakan gelombang tanpa kabel !;C1;6;IPA;Menyebutkan
Apa prestasi yang sangat bermanfaat dari Prof. DR. Ing. Bacharuddin Jusuf Habibie yang kamu ketahui?;C1;6;IPA;Menghafal
Bunyi apa yang kalian dengar: a. Pada siang hari? b. Pada malam hari?;C1;1;Bahasa Indonesia;Mencontohkan
Lihat nama teman-teman di kelas kalian. Tulis nama teman yang diawali huruf c;C1;1;Bahasa Indonesia;Mengkategorikan
Tuliskan gambar apa yang ada di sebelah kiri dan kanan ?;C1;1;Bahasa Indonesia;Mengkategorikan
Apakah informasi dari bacaan berdasarkan kata kunci pada judul?;C1;6;Bahasa Indonesia;Memperkirakan
Sebutkan sikap yang baik tehadap adik!;C1;1;PPKN;Menyebutkan
sebutkan 3 perbedaan yang terdapat di kelas.. ;C1;1;PPKN;Mengemukakan
Sebutkan bentuk penagamalan sila kelima dalam kehidupan sehari-hari;C1;5;PPKN;Menyebutkan
Sebutkan salah satu contoh persatuan dan kesatuan disekolah dalam pengamalan sila ketiga!;C1;5;PPKN;Menyebutkan
sebutkan 3 keberagaman budaya di lingkungan masyarakat ...;C1;5;IPS;Menyebutkan
Menurut kalian, apakah kuman itu? ;C2;1;Bahasa Indonesia;Menjelaskan
Sebutkan contoh perbedaan yang patut kita syukuri !;C1;1;PPKN;Menyebutkan
“Besar kepala” mempunyai arti…;C1;2;Bahasa Indonesia;Menghafal
Toni sudah banyak makan garam dalam hidupnya. Kata yang di garis bawahi mempunyai arti…;C1;2;Bahasa Indonesia;Menghafal
“Ayah memebawa buah tangan dari kota” buah tangan mempunyai arti..;C1;2;Bahasa Indonesia;Menghafal
Tidak bisa dilihat dan disentuh, memiliki volume meskipun tidak dapat dilihat dan disentuh, dan Volume dan bentuk benda nya berubah-ubah. Merupakan ciri- ciri benda…;C1;2;IPA;Menghafal
Darimanakah sumber bunyi berasal?;C1;4;IPA;Menghafal
Sebutkan peran matahari bagi kehidupan di bumi!;C1;4;IPA;Menyebutkan
Sebutkan hak masyarakat terhadap lingkungan!;C1;4;PPKN;Menyebutkan
Sebutkan 3 contoh sikap cinta lingkungan !;C1;4;IPA;Menyebutkan
Sebutkan jenis pekerjaan masyarakat sesuai tempat tinggal!;C1;5;IPS;Menyebutkan
Sebutkan contoh kerjasama dalam keberagaman di lingkungan masyarakat! ;C1;4;PPKN;Menyebutkan
Sebutkan sila yang terdapat pada paragraph di atas!;C1;4;PPKN;Menyebutkan
"Makna kata ""elok"" dari penggalan puisi di atas adalah";C1;4;Bahasa Indonesia;Mengidentifikasi
Rika menyadari kewajiban menghemat energi. Rika tidak lagi membiarkan keran air terbuka setelah selesai dipakai. Rika tidak lagi menghambur-hamburkan air saat mandi. Siti juga mulai membiasakan diri mematikan lampu yang tidak diperlukan. Sebutkan hak yang akan diperoleh Siti!;C1;3;PPKN;Menyebutkan
Perhatikan gambar.. Teknik untuk menjahit di atas di sebut ..;C1;3;Seni Budaya;Menyebutkan
Sebutkan manfaat dari kegiatan tersebut!;C1;4;PPKN;Menyebutkan
Kita sebagai warga negara Indonesia hendaknya saling menghormati perbedaan karakteristik antarmasyarakat. Banyak manfaat atas keragaman karakteristik masyarakat Indonesia. Sebutkan beberapa manfaat atas keragaman karakteristik masyarakat Indonesia!.;C1;4;IPS;Menyebutkan
Sebutkan contoh sikap yang sesuai dengan sila pertama Pancasila….;C1;1;PPKN;Menyebutkan
Saat kita makan, hendaknya kita makan dengan sikap..;C2;1;Bahasa Indonesia;Menguraikan
Setelah bermain, kita berkeringat. Maka kita harus .... agar bersih ;C2;1;Bahasa Indonesia;Mengemukakan
Agar gigi tidak sakit, sebelum tidur kita harus…;C2;1;Bahasa Indonesia;Menyatakan
Anggota tubuh apa saja yang terdapat di lagu “ Kepala pundak lutut kaki ?;C1;1;Bahasa Indonesia;Menyebutkan
Pola gambar yang tepat adalah…;C2;1;Bahasa Indonesia;Mempolakan
Benda apa saja yang ada di dalam kelasmu yang berbentuk balok ?;C2;1;Matematika;Memperkirakan
Tanda yang cocok untuk (455….. 546) adalah…;C2;2;Matematika;Mengasosiasikan
Tanda yang cocok untuk (457….. 546) adalah…;C2;2;Matematika;Mengasosiasikan
Tanda yang cocok untuk (455….. 455) adalah…;C2;2;Matematika;Mengasosiasikan
Balon bisa terbang karena di dalamnya terdapat…;C2;2;IPA;Menggali
gambar diatas termasuk mencerminkan sifat...;C2;3;PPKN;Menjelaskan
Contoh salah penyebab gangguan pernapasan adalah....;C2;5;IPA;Menyebutkan
Tentukan kalimat tanya yang terdapat pada bacaan diatas!;C2;5;Bahasa Indonesia;Mengidentifikasi
Salah satu contoh adat istiadat masyarakat indonesia adalah ...;C2;5;IPS;Menyebutkan
Berikut merupakan tumbuhan yang berkembang biak dengan cara generatif, kecuali ...;C2;6;IPA;Mengkategorikan
Dibawah ini merupakan contoh pengamalan sila kedua Pancasila kecuali ...;C2;6;PPKN;Mengkategorikan
Dibawah ini merupakan contoh tanaman xerofit kecuali ....;C2;6;IPA;Mengkategorikan
Teknologi baru banyak membawa perkembangan bagi kehidupan masyakat. Perkembangan tersebut membawa ke arah modernisasi. Dibawah ini merupakan penemuan yang memudahkan pekerjaan manusia yaitu ..;C2;6;IPA;Mengkategorikan
Salah satu kewajiban sebagai warga negara yang baik adalah ...;C2;6;PPKN;Menjelaskan
Disajikan soal, siswa mampu menyebutkan hal-hal yang dilakukan ketika makan Bersama adik.;C1;1;PPKN;Mengkategorikan
Tuliskan kalimat ajakan yang terdapat pada percakapan di bawah ini!;C1;2;Bahasa Indonesia;Menggali
Dibawah ini bukan termasuk jenis tumbuahn yang dilindungi di Indonesia yaitu ....;C1;6;IPA;Mengidentifikasi
Apa hak dan kewajiban itu?;C1;6;PPKN;Menghafal
Ceritakan kembali, mengapa Boni kehilangan bolanya ?;C2;1;Bahasa Indonesia;Menyimpulkan
Pisahkan kartu kata yang kata-katanya berawalan bo- dari kartu kata yang kata-katanya berawalan bi- !;C2;1;Bahasa Indonesia;Mengkategorikan
Apa yang diceritakan pada gambar di atas?;C2;1;Bahasa Indonesia;Menyimpulkan
Bagaimana suasana pagi hari di rumah kalian?;C2;1;Bahasa Indonesia;Menjelaskan
Tunjukkan gambar yang menunjukkan suara keras dan suara pelan !;C2;1;Bahasa Indonesia;Mengkategorikan
Apa yang kalian lihat pada gambar pasar yang sibuk ?;C2;1;Bahasa Indonesia;Menjabarkan
Kegiatan bermain apa lagi yang tidak aman untuk anak-anak?;C2;1;Bahasa Indonesia;Mencontohkan
Di mana tempat bermain yang aman ? Adakah tempat bermain yang aman di dekat rumah kalian ? disebut apakah tempat itu ?;C1;1;Bahasa Indonesia;Mencontohkan
Dari kedua anak pada gambar itu, yang manakah Caca?;C1;1;Bahasa Indonesia;Menjelaskan
Apa isi ceritanya, ya?;C2;1;Bahasa Indonesia;Memperkirakan
Bagaimana cara Caca dapat naik sepeda roda dua ?;C2;1;Bahasa Indonesia;Menyimpulkan
Apa yang terjadi bila kita tertular penyakit?;C2;1;Bahasa Indonesia;Menjelaskan
Bagaimana caranya agar kita terhindar dari kuman?;C2;1;Bahasa Indonesia;Menyimpulkan
Apa yang bisa kalian lakukan agar kuman tidak berpindah ke tubuh orang lain?;C2;1;Bahasa Indonesia;Menyimpulkan
Di gambar itu ada makanan yang bersih. Tunjukkan kepada guru.;C2;1;Bahasa Indonesia;Menjelaskan
Di gambar itu ada juga makanan yang kotor. Tunjuklah makanan itu!;C2;1;Bahasa Indonesia;Menjelaskan
Berikan tanda silang untuk makanan yang kotor dan tanda centang untuk makanan yang bersih.;C2;1;Bahasa Indonesia;Mengkategorikan
Setelah menyimak cerita yang dibacakan guru. Ceritakan cara bergerak binatang-binatang !;C2;1;Bahasa Indonesia;Menjelaskan
Amati gambar binatang-binatang di bawah ini, ya. Mana gambar yang menunjukkan kegiatan mendorong barang? Mana gambar yang menunjukkan kegiatan menarik barang? Gambarlah silang pada kegiatan mendorong. Beri tanda centang pada kegiatan yang menarik;C2;1;Bahasa Indonesia;Mengkategorikan
Apa yang akhirnya dimainkan Mimi dan teman-teman barunya?;C1;1;Bahasa Indonesia;Menyimpulkan
Apa yang mereka lakukan?;C1;1;Bahasa Indonesia;Memperkirakan
Apa yang kalian lihat pada gambar di atas?;C1;1;Bahasa Indonesia;Menyimpulkan
Sedang apa anak-anak pada gambar di atas?;C1;1;Bahasa Indonesia;Memperkirakan
Apakah anak itu bisa mendapatkan apa yang diinginkannya?;C1;1;Bahasa Indonesia;Menyimpulkan
Apa yang dilakukan anak itu untuk mendapatkan yang diinginkannya?;C1;1;Bahasa Indonesia;Menyimpulkan
Apakah benda pilihan kalian dan teman kalian sama?;C2;1;Bahasa Indonesia;Membandingkan
Ini tangan kiri dan kanan kalian. Sekarang, lihatlah sekeliling. Katakan kepada guru. Apa saja yang ada di sebelah kiri kalian? Apa saja yang ada di sebelah kanan kalian?;C2;1;Bahasa Indonesia;Mengkategorikan
a. Ada apa di dalam lemari? b. Ada apa di luar kotak?;C2;1;Bahasa Indonesia;Mengkategorikan
Apa saja pekerjaan mereka?;C1;1;Bahasa Indonesia;Menyimpulkan
Apa yang dikatakannya?;C1;1;Bahasa Indonesia;Menyimpulkan
Apa yang dilakukan Bayu selanjutnya?;C1;1;Bahasa Indonesia;Menyimpulkan
Apa yang kalian lakukan saat itu?;C1;1;Bahasa Indonesia;Menguraikan
Informasi apa yang diperoleh dari bacaan berdasarkan kata kunci?;C2;6;Bahasa Indonesia;Menjelaskan
Apa yang dapat kamu lakukan sebagai warga masyarakat dalam memaknai kemerdekaan?;C2;6;PPKN;Menyebutkan
Apa isi bacaan di atas sudah sesuai dengan kata kunci yang kamu sebutkan?;C2;6;Bahasa Indonesia;Membandingkan
Apa isi lagu tersebut ?;C2;6;Bahasa Indonesia;Memperkirakan
Apakah kamu menyanyikan lagu di atas sesuai dengan interval lagunya?;C2;6;Seni Budaya;Memperkirakan
Apa kewajibanmu sebagai seorang siswa, baik di lingkungan sekolah maupun di lingkungan rumahmu?;C2;6;PPKN;Menjelaskan
Bagaimana pelaksanaan kewajibanmu sebagai warga masyarakat?;C2;6;PPKN;Menjelaskan
Bagaimana cara mumenunjukkan kepedulian terhadap lingkungan sekolah?;C2;6;PPKN;Menjelaskan
Apa judul yang tepat untuk bacaan di atas?;C2;6;Bahasa Indonesia;Memperkirakan
Bagaimana ciri-ciri pubertas pada anak perempuan dilihat dari fisiknya?;C2;6;IPA;Menjelaskan
Apa informasi dari bacaan berdasarkan kata kunci?;C2;6;Bahasa Indonesia;Menjelaskan
Apakah isi bacaan dalam teks sama dengan isi informasi sesuai kata kunci berdasarkan perkiraanmu?;C2;6;Bahasa Indonesia;Membandingkan
Apakah isi bacaan sama dengan isi bacaan sesuai kata kunci berdasarkan perkiraanmu?;C2;6;Bahasa Indonesia;Membandingkan
Informasi apakah yang kamu harapkan ketika kamu baru membaca judul teks nonfiksi.tari klana topeng?;C2;6;Bahasa Indonesia;Memperkirakan
Informasi apakah yang kamu peroleh setelah membaca bacaan?;C2;6;Bahasa Indonesia;Menyimpulkan
Apa pentingnya melaksanakan hakmu untuk dirimu?;C2;6;PPKN;Menjelaskan
Bagaimana pelaksanaan tanggung jawab sebagai warga negara dalam kehidupan sehari- hari?;C2;6;PPKN;Menjelaskan
Tuliskan kesimpulan tentang pelaksanaan tanggung jawab sebagai warga negara dalam kehidupan sehari-hari dikaitkan dengan terbentuknya negara indonesia yang kuat dan tangguh.;C4;6;PPKN;Menyimpulkan
Apakah tujuan pembuatan dan pemasangan reklame tersebut?;C2;6;Bahasa Indonesia;Menjelaskan
Apa judul yang menurutmu sesuai?;C2;6;Bahasa Indonesia;Memperkirakan
Bagaimanakah ciri- ciri poster menurutmu?;C2;6;Bahasa Indonesia;Menjelaskan
Sebelum dan sesudah beraktivitas sebaiknya ..;C2;1;Bahasa Indonesia;Mengemukakan
Saat masuk dan keluar kelas hendaknya ...;C2;1;Bahasa Indonesia;Mengemukakan
Apa yang kamu lakukan ketika sampai di rumah…;C2;1;PPKN;Menyebutkan
Setiap orang mempunyai kelebihan dan kekurangan masing-masing. Walaupun berbeda namun kita harus saling : ..;C2;1;PPKN;Menentukan
Perbedaan membuat kita saling ... dan ...;C2;1;PPKN;Menyebutkan
Jumlah tomat yang dibeli Udin seluruhnya ada _______ buah.;C3;1;Matematika;Menghitung
Ketika makan hendaknya menggunakan tangan… ;C2;1;Bahasa Indonesia;Mengemukakan
Agar mendapatkan tubuh yang bersih kita harus…;C2;1;Olahraga;Mengidentifikasi
Apa yang di lakukan setelah bermain di luar rumah…;C2;1;Olahraga;Mengemukakan
Sesuatu yang tidak boleh di lakukan pada saat bermain adalah..;C2;1;Olahraga;Mengemukakan
Pola makan sehat mencegah penyakit…;C2;1;Olahraga;Mengemukakan
Kuku yang panjang tidak baik untuk…;C2;1;IPA;Mengemukakan
Ketika bermain kita tidak boleh bersikap…;C2;1;PPKN;Mengemukakan
Perbedaan pada Ayah dan Ibu adalah...;C2;1;Bahasa Indonesia;Membedakan
“Udin suka menggambar mobil dan Siti suka menggambar bunga”. perbedaan dari Udin dan Siti adalah..;C2;1;PPKN;Membedakan
